40.06317531,39.28003373,52.79869169,52.15021084
39.94962535,39.23987264,53.36137311,52.64744456
39.61135024,39.5168199,54.39102685,53.49942872
39.73335006,39.30182549,54.48417571,53.64099266
39.6838502,39.17440037,54.74137692,53.88391247
39.42633349,39.2291003,54.95865061,53.97666536
39.77310018,39.36225035,54.96568846,54.10873865
39.76355026,39.4701337,54.96471667,54.16691676
39.70893351,39.50406706,54.99943086,54.17216673
39.63273357,39.6898004,55.03326115,54.16812231
40.00998354,39.57866714,54.96984518,54.16618264
39.70370027,39.12948368,54.9623882,54.16073183
40.05280024,39.23576703,54.97355642,54.1792137
39.77460024,39.42918368,54.99042355,54.15711669
40.1088669,39.19576692,54.97580445,54.17000008
40.04213349,39.36133922,54.96095849,54.17874316
40.3027334,39.20031159,54.97345582,54.15420207
40.07663343,39.21031702,54.96996987,54.16488439
39.79671689,39.39983378,54.96815677,54.14184386
40.03103355,39.36151692,54.96173431,54.06465906
40.07023355,39.16251711,54.96310653,53.95426818
39.89850019,39.27081702,54.96238431,53.93024404
39.95366687,39.42951709,54.9576899,53.94857477
40.14521689,39.30754222,54.95765378,53.94868154
40.05176697,39.71597546,54.95956766,53.96667704
40.36231693,39.46276722,54.9612408,53.91803429
40.18453346,39.25621698,54.95590843,53.95188908
40.50938355,39.34265596,54.89584028,53.91173319
40.24720017,39.14039483,54.73132365,53.90653315
40.46290022,39.45953362,54.69526289,53.89988865
40.65501677,39.49020041,54.70033788,53.87071064
40.65661678,39.45321719,54.69743976,53.87273287
40.70915007,39.42401721,54.69731589,53.77999878
40.5311946,39.52303378,54.6950016,53.77999878
40.74205573,39.19401712,54.69459251,53.77999878
40.71721677,39.49076722,54.69411939,53.91262023
40.83225025,39.60223395,54.72894496,53.87468661
40.75278341,39.57306722,54.71286213,53.90607574
40.48118357,39.66195057,54.729776,53.91207367
40.69549189,39.16628381,54.70647103,53.90713157
40.67672515,39.35430049,54.72609196,53.90927762
40.71040002,39.60035061,54.70703868,53.90718316
40.45921682,39.48025051,54.69762672,53.90646093
40.79485007,39.27745053,54.71857506,53.91226242
40.81411668,39.54726714,54.70039759,53.90725949
40.62909181,39.6823089,54.7066285,53.91162609
40.64488756,39.55575898,54.70024974,53.85624152
40.64283749,39.79055049,54.69902348,53.87146452
40.8259611,39.76575054,54.6956766,53.84413264
40.79420548,39.94835059,54.69905161,53.69386313
40.50839997,39.6884505,54.69618797,53.67491748
40.95254168,39.61344221,54.69134023,53.69345085
40.93184731,39.72262557,54.6938016,53.72063526
40.58034441,39.91131721,54.65412653,53.66269252
40.6675665,39.74540063,54.65630154,53.65940381
40.65393332,39.69673393,54.5247373,53.63808303
40.4336165,39.82480055,54.48476453,53.643283
40.64330004,39.85365064,54.47706628,53.61099987
40.32835838,39.94815898,54.44706819,53.46626661
40.69715826,39.78739236,54.45811905,53.46025035
40.30768319,39.74966724,54.43503183,53.41674791
40.16273322,39.72452565,54.42761695,53.43426773
40.46092489,39.61689222,54.43000031,53.41196552
40.40882478,39.70226724,54.42306691,53.40148687
40.32634983,39.71466709,54.2999999,53.41504626
40.24686653,39.57457552,54.28006655,53.38855493
40.28081655,39.74079223,54.18949995,53.38109474
40.2357833,39.67611717,54.16971119,53.33664808
40.09584992,39.54820049,54.17115562,53.25999832
39.99993323,39.86733395,54.16774676,53.22633473
40.11503337,39.95432131,54.13108699,53.13267962
39.93583324,39.72834613,54.04000092,53.13393009
39.93853331,39.84940055,53.9245429,53.12931821
39.70023319,39.61770052,53.92145701,53.12073991
40.04016663,39.71573379,53.91175125,52.92001807
40.0009665,39.55454486,53.91364108,53.05452555
39.72956665,39.85232268,53.9115406,52.92840248
39.76663326,39.57956701,53.90761649,52.90270196
39.77466665,39.86633378,53.91793404,52.90723717
39.80603302,39.50213367,53.69115586,52.87084343
39.67503319,39.45000041,53.64976581,52.86771038
39.78796659,39.38370026,53.64945962,52.83242489
39.63686657,39.53515039,53.65083739,52.71021071
39.60809991,39.48721696,53.58807735,52.6152892
