0.108 ,0.032 ,0.624 ,0.613 
0.089 ,0.024 ,0.647 ,0.635 
0.031 ,0.083 ,0.691 ,0.673 
0.052 ,0.037 ,0.695 ,0.679 
0.044 ,0.010 ,0.705 ,0.690 
0.000 ,0.021 ,0.715 ,0.694 
0.059 ,0.050 ,0.715 ,0.700 
0.057 ,0.073 ,0.715 ,0.702 
0.048 ,0.080 ,0.716 ,0.702 
0.035 ,0.120 ,0.718 ,0.702 
0.099 ,0.096 ,0.715 ,0.702 
0.047 ,0.000 ,0.715 ,0.702 
0.107 ,0.023 ,0.715 ,0.703 
0.059 ,0.064 ,0.716 ,0.702 
0.116 ,0.014 ,0.715 ,0.702 
0.105 ,0.049 ,0.715 ,0.703 
0.149 ,0.015 ,0.715 ,0.702 
0.111 ,0.017 ,0.715 ,0.702 
0.063 ,0.058 ,0.715 ,0.701 
0.103 ,0.050 ,0.715 ,0.698 
0.110 ,0.007 ,0.715 ,0.693 
0.080 ,0.030 ,0.715 ,0.692 
0.090 ,0.064 ,0.715 ,0.693 
0.122 ,0.038 ,0.715 ,0.693 
0.106 ,0.125 ,0.715 ,0.693 
0.159 ,0.071 ,0.715 ,0.691 
0.129 ,0.027 ,0.714 ,0.693 
0.184 ,0.046 ,0.712 ,0.691 
0.140 ,0.002 ,0.705 ,0.691 
0.176 ,0.070 ,0.704 ,0.690 
0.209 ,0.077 ,0.704 ,0.689 
0.209 ,0.069 ,0.704 ,0.689 
0.218 ,0.063 ,0.704 ,0.685 
0.188 ,0.084 ,0.703 ,0.685 
0.224 ,0.014 ,0.703 ,0.685 
0.220 ,0.077 ,0.703 ,0.691 
0.239 ,0.101 ,0.705 ,0.689 
0.226 ,0.095 ,0.704 ,0.691 
0.179 ,0.114 ,0.705 ,0.691 
0.216 ,0.008 ,0.704 ,0.691 
0.213 ,0.048 ,0.705 ,0.691 
0.218 ,0.101 ,0.704 ,0.691 
0.176 ,0.075 ,0.704 ,0.691 
0.233 ,0.032 ,0.704 ,0.691 
0.236 ,0.089 ,0.704 ,0.691 
0.205 ,0.118 ,0.704 ,0.691 
0.207 ,0.091 ,0.704 ,0.688 
0.207 ,0.141 ,0.704 ,0.689 
0.238 ,0.136 ,0.704 ,0.688 
0.233 ,0.175 ,0.704 ,0.681 
0.184 ,0.119 ,0.704 ,0.680 
0.260 ,0.103 ,0.703 ,0.681 
0.256 ,0.127 ,0.703 ,0.682 
0.196 ,0.167 ,0.702 ,0.680 
0.211 ,0.131 ,0.702 ,0.680 
0.209 ,0.121 ,0.696 ,0.679 
0.171 ,0.148 ,0.695 ,0.679 
0.207 ,0.155 ,0.694 ,0.678 
0.153 ,0.175 ,0.693 ,0.671 
0.216 ,0.140 ,0.694 ,0.671 
0.150 ,0.132 ,0.693 ,0.669 
0.125 ,0.127 ,0.692 ,0.670 
0.176 ,0.104 ,0.692 ,0.669 
0.167 ,0.122 ,0.692 ,0.668 
0.153 ,0.125 ,0.687 ,0.669 
0.140 ,0.095 ,0.686 ,0.668 
0.145 ,0.130 ,0.682 ,0.667 
0.138 ,0.117 ,0.681 ,0.666 
0.114 ,0.089 ,0.681 ,0.662 
0.098 ,0.157 ,0.681 ,0.661 
0.117 ,0.176 ,0.680 ,0.657 
0.087 ,0.128 ,0.676 ,0.657 
